mean,std,peak,strong_peak,perc20,perc80,quartDev,label_sub,max,min,dataQual,derivative,SessionID,session_label,session_label2,session_label3,device,fv_e1,fv_e2,fv_e3,fv_e4,fv_e5,fv_e6,fv_e7,fv_e8,fv_e9,fv_e10,fv_e11,fv_e12,fv_e13,fv_e14,fv_e15,fv_e16
0.558107636896,0.027141919752,5.833333333330001,0.0,0.534031863076,0.577149098002,0.035575801119199994,8,0.660085923263,0.5184047434369999,0.0,-0.00232997856603,S8_1,1,1,1,A010C3,30.356690147650898,69.6433098523491,0.439516325685798,0.08556884687759599,1.0652025018773,2.532766615996,0.15685774991278398,0.091488682238005,0.59375,6.5333333333333306,0.015625,0.431280939577777,0.775907370429253,0.06192734519580901,0.091427761053589,1.0
0.558107636896,0.027141919752,5.833333333330001,0.0,0.534031863076,0.577149098002,0.035575801119199994,8,0.660085923263,0.5184047434369999,0.0,-0.00232997856603,S8_1,1,1,1,A010C3,30.356690147650898,69.6433098523491,0.439516325685798,0.08556884687759599,1.0652025018773,2.532766615996,0.15685774991278398,0.091488682238005,0.59375,6.5333333333333306,0.015625,0.431280939577777,0.775907370429253,0.06192734519580901,0.091427761053589,1.0
0.558107636896,0.027141919752,5.833333333330001,0.0,0.534031863076,0.577149098002,0.035575801119199994,8,0.660085923263,0.5184047434369999,0.0,-0.00232997856603,S8_1,1,1,1,A010C3,30.356690147650898,69.6433098523491,0.439516325685798,0.08556884687759599,1.0652025018773,2.532766615996,0.15685774991278398,0.091488682238005,0.59375,6.5333333333333306,0.015625,0.431280939577777,0.775907370429253,0.06192734519580901,0.091427761053589,1.0
0.558107636896,0.027141919752,5.833333333330001,0.0,0.534031863076,0.577149098002,0.035575801119199994,8,0.660085923263,0.5184047434369999,0.0,-0.00232997856603,S8_1,1,1,1,A010C3,30.356690147650898,69.6433098523491,0.439516325685798,0.08556884687759599,1.0652025018773,2.532766615996,0.15685774991278398,0.091488682238005,0.59375,6.5333333333333306,0.015625,0.431280939577777,0.775907370429253,0.06192734519580901,0.091427761053589,1.0
0.558107636896,0.027141919752,5.833333333330001,0.0,0.534031863076,0.577149098002,0.035575801119199994,8,0.660085923263,0.5184047434369999,0.0,-0.00232997856603,S8_1,1,1,1,A010C3,30.356690147650898,69.6433098523491,0.439516325685798,0.08556884687759599,1.0652025018773,2.532766615996,0.15685774991278398,0.091488682238005,0.59375,6.5333333333333306,0.015625,0.431280939577777,0.775907370429253,0.06192734519580901,0.091427761053589,1.0
0.558107636896,0.027141919752,5.833333333330001,0.0,0.534031863076,0.577149098002,0.035575801119199994,8,0.660085923263,0.5184047434369999,0.0,-0.00232997856603,S8_1,1,1,1,A010C3,30.356690147650898,69.6433098523491,0.439516325685798,0.08556884687759599,1.0652025018773,2.532766615996,0.15685774991278398,0.091488682238005,0.59375,6.5333333333333306,0.015625,0.431280939577777,0.775907370429253,0.06192734519580901,0.091427761053589,1.0
0.545685056683,0.028019148414599997,4.16666666667,0.0,0.5238220748899999,0.5703370449449999,0.037581318474,8,0.647582035076,0.495222191303,0.0,-0.00130805672743,S8_1,1,1,1,A010C3,34.3766797070143,65.6233202929858,0.5693792118055121,0.18733417110503,1.25516117606185,2.67875730401236,0.052636679860293,0.05307836534113201,0.361598440545809,6.83333333333333,0.015625,0.14355209161566698,0.7931723892857142,0.055104777206766,0.05301200920834501,1.0
0.545685056683,0.028019148414599997,4.16666666667,0.0,0.5238220748899999,0.5703370449449999,0.037581318474,8,0.647582035076,0.495222191303,0.0,-0.00130805672743,S8_1,1,1,1,A010C3,34.3766797070143,65.6233202929858,0.5693792118055121,0.18733417110503,1.25516117606185,2.67875730401236,0.052636679860293,0.05307836534113201,0.361598440545809,6.83333333333333,0.015625,0.14355209161566698,0.7931723892857142,0.055104777206766,0.05301200920834501,1.0
0.545685056683,0.028019148414599997,4.16666666667,0.0,0.5238220748899999,0.5703370449449999,0.037581318474,8,0.647582035076,0.495222191303,0.0,-0.00130805672743,S8_1,1,1,1,A010C3,34.3766797070143,65.6233202929858,0.5693792118055121,0.18733417110503,1.25516117606185,2.67875730401236,0.052636679860293,0.05307836534113201,0.361598440545809,6.83333333333333,0.015625,0.14355209161566698,0.7931723892857142,0.055104777206766,0.05301200920834501,1.0
0.545685056683,0.028019148414599997,4.16666666667,0.0,0.5238220748899999,0.5703370449449999,0.037581318474,8,0.647582035076,0.495222191303,0.0,-0.00130805672743,S8_1,1,1,1,A010C3,34.3766797070143,65.6233202929858,0.5693792118055121,0.18733417110503,1.25516117606185,2.67875730401236,0.052636679860293,0.05307836534113201,0.361598440545809,6.83333333333333,0.015625,0.14355209161566698,0.7931723892857142,0.055104777206766,0.05301200920834501,1.0
